VAR_ID,EXPERIAN_ID,EXPERIAN_CATEGORY,LEVEL_1,LEVEL_2,LEVEL_3,VAR_NAME,EXPERIAN_ATTRIBUTE_NAME,EXPERIAN_DB_Col_NAME,CLASS_DEFN,BINNING_FLG,SPLIT_FLG,SPLIT_FLG_NATIONAL_FILE,ATTRIBUTE_NAME_NATIONAL_FILE
81,D0068,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Activities/Interests,"Activities/Interests: Fitness Enthusiast","Act/Int: Fitness Enthusiast",Act_Int_Fitness_Enthusiast,integer,Yes,No,No,"Act/Int: Fitness Enthusiast"
88,D0078,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Activities/Interests,"Activities/Interests: Frequent Flyer Program Member","Style: Frequent Flyer Prg Mbr",Style_Frequent_Flyer_Prg_Mbr,integer,Yes,No,No,"Lifestyle: Frequent Flyer Program Member"
66,D0050,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Activities/Interests,"Activities/Interests: Gardening","Hobbies: Gardening",Hobbies_Gardening,integer,Yes,No,No,"Hobbies: Gardening"
61,D0044,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Activities/Interests,"Activities/Interests: Gourmet Cooking","Act/Int: Gourmet Cooking",Act_Int_Gourmet_Cooking,integer,Yes,No,No,"Act/Int: Gourmet Cooking"
59,D0042,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Activities/Interests,"Activities/Interests: Have Grandchildren","Lifestyle: Have Grandchildren",Lifestyle_Have_Grandchildren,integer,Yes,No,No,"Lifestyle: Have Grandchildren"
80,D0067,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Activities/Interests,"Activities/Interests: Healthy Living","Act/Int: Healthy Living",Act_Int_Healthy_Living,integer,Yes,No,No,"Act/Int: Healthy Living"
85,D0075,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Activities/Interests,"Activities/Interests: High Frequency Cruise Enthusiast","Style: High Freq Cruise Enthus",Style_High_Freq_Cruise_Enthus,integer,Yes,No,No,"Lifestyle: High Frequency Cruise Enthusiast"
86,D0076,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Activities/Interests,"Activities/Interests: High Frequency Domestic Vacationer","Style: High Freq Domestic Vac",Style_High_Freq_Domestic_Vac,integer,Yes,No,No,"Lifestyle: High Frequency Domestic Vacationer"
87,D0077,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Activities/Interests,"Activities/Interests: High Frequency Foreign Vacationer","Style: High Freq Foreign Vac",Style_High_Freq_Foreign_Vac,integer,Yes,No,No,"Lifestyle: High Frequency Foreign Vacationer"
25,D0006,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Activities/Interests,"Activities/Interests: Home Improvement Spenders","Act/Int:Home Improve Spenders",Act_Int_Home_Improve_Spenders,integer,Yes,No,No,"Act/Int: Home Improvement Spenders"
89,D0079,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Activities/Interests,"Activities/Interests: Hotel Guest Loyalty Program","Style: Hotel Guest Loyalty Prg",Style_Hotel_Guest_Loyalty_Prg,integer,Yes,No,No,"Lifestyle: Hotel Guest Loyalty Program"
26,D0007,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Activities/Interests,"Activities/Interests: Hunting Enthusiasts","Act/Int: Hunting Enthusiasts",Act_Int_Hunting_Enthusiasts,integer,Yes,No,No,"Act/Int:  Hunting Enthusiasts"
114,D0109,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Activities/Interests,"Activities/Interests: Interest in Religion","Lifestyle: Int in Religion",Lifestyle_Int_in_Religion,integer,No,No,No,"Lifestyle: Interest in Religion"
109,D0104,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Activities/Interests,"Activities/Interests: Listens to 80s Music","Act/Int: 80s Music",Act_Int_80_s_Music,integer,No,No,No,"Act/Int: Listens to 80s Music"
111,D0106,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Activities/Interests,"Activities/Interests: Listens to Alternative Music","Act/Int: Alternative Music",Act_Int_Alternative_Music,integer,No,No,No,"Act/Int: Listens to Alternative Music"
103,D0098,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Activities/Interests,"Activities/Interests: Listens to Christian Music","Act/Int: Christian Music",Act_Int_Christian_Music,integer,No,No,No,"Act/Int: Listens to Christian Music"
104,D0099,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Activities/Interests,"Activities/Interests: Listens to Classical Music","Act/Int: Classical Music",Act_Int_Classical_Music,integer,No,No,No,"Act/Int: Listens to Classical Music"
105,D0100,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Activities/Interests,"Activities/Interests: Listens to Country Music","Act/Int: Country Music",Act_Int_Country_Music,integer,No,No,No,"Act/Int: Listens to Country Music"
110,D0105,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Activities/Interests,"Activities/Interests: Listens to Hip Hop Music","Act/Int: Hip Hop Music",Act_Int_Hip_Hop_Music,integer,No,No,No,"Act/Int: Listens to Hip Hop Music"
112,D0107,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Activities/Interests,"Activities/Interests: Listens to Jazz Music","Act/Int: Jazz Music",Act_Int_Jazz_Music,integer,No,No,No,"Act/Int: Listens to Jazz Music"
106,D0101,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Activities/Interests,"Activities/Interests: Listens to Music","Act/Int: Music",Act_Int_Music,integer,No,No,No,"Act/Int: Listens to Music"
107,D0102,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Activities/Interests,"Activities/Interests: Listens to Oldies Music","Act/Int: Oldies Music",Act_Int_Oldies_Music,integer,No,No,No,"Act/Int: Listens to Oldies Music"
113,D0108,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Activities/Interests,"Activities/Interests: Listens to Pop Music","Act/Int: Pop Music",Act_Int_Pop_Music,integer,No,No,No,"Act/Int: Listens to Pop Music"
108,D0103,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Activities/Interests,"Activities/Interests: Listens to Rock Music","Act/Int: Rock Music",Act_Int_Rock_Music,integer,No,No,No,"Act/Int: Listens to Rock Music"
42,D0023,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Activities/Interests,"Activities/Interests: MLB Enthusiast","Act/Int:MLB Enthusiast",Act_Int_MLB_Enthusiast,integer,Yes,No,No,"Act/Int: MLB Enthusiast"
70,D0056,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Activities/Interests,"Activities/Interests: Music Download","Act/Int: Music Download",Act_Int_Music_Download,integer,Yes,No,No,"Act/Int: Music Download"
71,D0057,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Activities/Interests,"Activities/Interests: Music Streaming","Act/Int: Music Streaming",Act_Int_Music_Streaming,integer,Yes,No,No,"Act/Int: Music Streaming"
43,D0024,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Activities/Interests,"Activities/Interests: NASCAR Enthusiast","Act/Int:NASCAR Enthusiast",Act_Int_NASCAR_Enthusiast,integer,Yes,No,No,"Act/Int: NASCAR Enthusiast"
44,D0025,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Activities/Interests,"Activities/Interests: NBA Enthusiast","Act/Int:NBA Enthusiast",Act_Int_NBA_Enthusiast,integer,Yes,No,No,"Act/Int: NBA Enthusiast"
45,D0026,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Activities/Interests,"Activities/Interests: NFL Enthusiast","Act/Int:NFL Enthusiast",Act_Int_NFL_Enthusiast,integer,Yes,No,No,"Act/Int: NFL Enthusiast"
46,D0027,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Activities/Interests,"Activities/Interests: NHL Enthusiast","Act/Int:NHL Enthusiast",Act_Int_NHL_Enthusiast,integer,Yes,No,No,"Act/Int: NHL Enthusiast"
73,D0059,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Activities/Interests,"Activities/Interests: Outdoor Enthusiast","Act/Int: Outdoor Enthusiast",Act_Int_Outdoor_Enthusiast,integer,Yes,No,No,"Act/Int: Outdoor Enthusiast"
47,D0028,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Activities/Interests,"Activities/Interests: PGA Tour Enthusiast","Act/Int:PGA Tour Enthusiast",Act_Int_PGA_Tour_Enthusiast,integer,Yes,No,No,"Act/Int: PGA Tour Enthusiast"
67,D0051,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Activities/Interests,"Activities/Interests: Photography","Act/Int: Photography",Act_Int_Photography,integer,Yes,No,No,"Act/Int: Photography"
54,D0035,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Activities/Interests,"Activities/Interests: Play Golf","Act/Int:Play Golf",Act_Int_Play_Golf,integer,Yes,No,No,"Act/Int: Play Golf"
77,D0064,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Activities/Interests,"Activities/Interests: Plays Soccer","Act/Int: Plays Soccer",Act_Int_Plays_Soccer,integer,Yes,No,No,"Act/Int: Plays Soccer"
78,D0065,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Activities/Interests,"Activities/Interests: Plays Tennis","Act/Int: Plays Tennis",Act_Int_Plays_Tennis,integer,Yes,No,No,"Act/Int: Plays Tennis"
50,D0031,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Activities/Interests,"Activities/Interests: Political Viewing on TV - Conservative",Act/Int:PoliticalTV-Conservati,Act_Int_PoliticalTV_Conservati,integer,Yes,No,No,"Act/Int: Political Viewing on TV - Conservative"
48,D0029,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Activities/Interests,"Activities/Interests: Political Viewing on TV - Liberal",Act/Int:PoliticalTV-Liberal,Act_Int_PoliticalTV_Liberal,integer,Yes,No,No,"Act/Int: Political Viewing on TV - Liberal"
49,D0030,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Activities/Interests,"Activities/Interests: Political Viewing on TV - Liberal Comedy",Act/Int:PoliticalTV-LibComedy,Act_Int_PoliticalTV_LibComedy,integer,Yes,No,No,"Act/Int: Political Viewing on TV - Liberal Comedy"
75,D0061,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Activities/Interests,"Activities/Interests: Snow Sports","Act/Int: Snow Sports",Act_Int_Snow_Sports,integer,Yes,No,No,"Act/Int: Snow Sports"
79,D0066,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Activities/Interests,"Activities/Interests: Sports Enthusiast","Act/Int: Sports Enthusiast",Act_Int_Sports_Enthusiast,integer,Yes,No,No,"Act/Int: Sports Enthusiast"
41,D0022,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Activities/Interests,"Activities/Interests: Video Gamer","Act/Int:Video Gamer",Act_Int_Video_Gamer,integer,Yes,No,No,"Act/Int: Video Gamer"
82,D0070,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Activities/Interests,"Activities/Interests: Weight Conscious","Act/Int: Weight Conscious",Act_Int_Weight_Conscious,integer,Yes,No,No,"Act/Int: Weight Conscious"
23,D0004,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Activities/Interests,"Activities/Interests: Wine Lovers","Act/Int: Wine Lovers",Act_Int_Wine_Lovers,integer,Yes,No,No,"Act/Int: Wine Lovers"
22,D0002,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Activities/Interests,"Activities/Interests: Zoo Visitors","Act/Int: Zoo Visit",Act_Int_Zoo_Visit,integer,Yes,No,No,"Act/Int: Zoo Visitors"
506,8113,"Lifestyle-BehaviorBank Indicators",Psychographic,"Lifestyle (Yes/No)",Interests,"Activities: Crafts","Interest In Crafts",Interest_In_Crafts,factor,No,No,No,"BehaviorBank: Interest in crafts"
507,8117,"Lifestyle-BehaviorBank Indicators",Psychographic,"Lifestyle (Yes/No)",Interests,"Activities: Gourmet Cooking","Interest In Gourmet Cooking",Interest_In_Gourmet_Cooking,factor,No,No,No,"BehaviorBank: Interest in gourmet cooking"
444,163,"Lifestyles/Interest-Political Affiliation ",Psychographic,"Pre-Defined Segments",Affiliation,"Affiliation: Political Affiliation 1","Political Affiliation",Political_Affiliation,factor,No,No,No,"Person 1: Political Affiliation"
445,0163A,"Lifestyles/Interest-Political Affiliation ",Psychographic,"Pre-Defined Segments",Affiliation,"Affiliation: Political Affiliation 2","Political Affiliation #2",Political_Affiliation_2,factor,No,No,No,"Person 2: Political Affiliation"
1,B2852,Lifestyle-BehaviorBank-Contributors-Clubs,Psychographic,"Lifestyle (Yes/No)",Interests,"Affiliations: Book Club","Book Club",Book_Club,factor,No,No,No,"SRVY:HH Lifestyl:Affiliation/Member:Book Club"
14,B3202,Lifestyle-BehaviorBank-Lifestyle,Psychographic,"Lifestyle (Yes/No)",Interests,"Affiliations: Veteran",Vetern,Vetern,factor,No,No,No,"SRVY:HH Lifestyl:Military/Gov:Vetern"
366,0100C,"Demographic-Housing ",Demographic,"Multi-Person Characteristics","Person 1","Age Person 1","I1 Combined Age",I1_Combined_Age,factor,No,fact_int,fact_int,"Person 1: Combined Age"
415,0157M,"Demographic-Housing ",Demographic,"Multi-Person Characteristics","Person 2","Age Person 2","I2 Combined Age",I2_Combined_Age,factor,No,fact_int,fact_int,"Person 2: Combined Age"
139,GF082,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg # auto trades","AVG AUT TRD",AVG_AUT_TRD,numeric,No,No,No,"SCSP:AUT0300_AVG"
133,GF068,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg # auto/lease trades","AVG AUA TRD",AVG_AUA_TRD,numeric,No,No,No,"SCSP:AUA0300_AVG"
135,GF073,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg # auto/lease trades 30+ days delinquent (ever)","AVG AUA EVER 30+",AVG_AUA_EVER_30_plus,numeric,No,No,No,"SCSP:AUA2320_AVG"
136,GF076,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg # auto/lease trades ever derogatory","AVG AUA EVER DRG",AVG_AUA_EVER_DRG,numeric,No,No,No,"SCSP:AUA2800_AVG"
134,GF070,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg # auto/lease trades opened (12 months)","AVG OPEN AUA OPN<=12M",AVG_OPEN_AUA_OPN_gteq_12M,numeric,No,No,No,"SCSP:AUA0437_AVG"
138,GF081,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg # auto/lease trades opened (6 months)","AVG OPEN AUL OPN<=6M",AVG_OPEN_AUL_OPN_lseq_6M,numeric,No,No,No,"SCSP:AUL0436_AVG"
165,GF168,"Financial-Premier Summarized Credit",Financial,"Credit Statistics","Credit Inquiries","Avg # bankcard inquiries","AVG BCA INQ",AVG_BCA_INQ,numeric,No,No,No,"SCSP:IQB9410_AVG"
166,GF169,"Financial-Premier Summarized Credit",Financial,"Credit Statistics","Credit Inquiries","Avg # bankcard inquiries (6 months)","AVG BCA INQ IN 6M",AVG_BCA_INQ_IN_6M,numeric,No,No,No,"SCSP:IQB9416_AVG"
142,GF087,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg # bankcard trades","AVG BCC TRD",AVG_BCC_TRD,numeric,No,No,No,"SCSP:BCC0300_AVG"
143,GF090,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg # bankcard trades opened (12 months)","AVG OPEN BCC OPN<=12M",AVG_OPEN_BCC_OPN_lseq_12M,numeric,No,No,No,"SCSP:BCC0437_AVG"
145,GF099,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg # bankcard trades, balance to credit >100% (6 months)","AVG OPEN BCC BTL>=100 RP6",AVG_OPEN_BCC_BTL_gteq_100_RP6,numeric,No,No,No,"SCSP:BCC3423_AVG"
144,GF097,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg # bankcard trades, balance to credit >50% (6 months)","AVG OPEN BCC BTL>=50 RP6",AVG_OPEN_BCC_BTL_gteq_50_RP6,numeric,No,No,No,"SCSP:BCC3421_AVG"
146,GF100,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg # bankcard trades, credit >$5,000 (6 months)","AVG OPEN BCC WAMT>=5000 RP6",AVG_OPEN_BCC_WAMT_gteq_5000_RP6,numeric,No,No,No,"SCSP:BCC3456_AVG"
120,GF023,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg # bankruptcy trades","AVG BK TRD",AVG_BK_TRD,numeric,No,No,No,"SCSP:ALL2870_AVG"
172,GF180,"Financial-Premier Summarized Credit",Financial,"Credit Statistics","Credit Inquiries","Avg # credit inquiries","AVG INQ",AVG_INQ,numeric,No,No,No,"SCSP:IQT9410_AVG"
173,GF183,"Financial-Premier Summarized Credit",Financial,"Credit Statistics","Credit Inquiries","Avg # credit inquiries (12 months)","AVG INQ IN 12M",AVG_INQ_IN_12M,numeric,No,No,No,"SCSP:IQT9417_AVG"
168,GF175,"Financial-Premier Summarized Credit",Financial,"Credit Statistics","Credit Inquiries","Avg # credit mortgage inquiries (6 months)","AVG MTA INQ IN 6M",AVG_MTA_INQ_IN_6M,numeric,No,No,No,"SCSP:IQM9416_AVG"
170,GF178,"Financial-Premier Summarized Credit",Financial,"Credit Statistics","Credit Inquiries","Avg # credit retail inquiries","AVG RTA INQ",AVG_RTA_INQ,numeric,No,No,No,"SCSP:IQR9410_AVG"
171,GF179,"Financial-Premier Summarized Credit",Financial,"Credit Statistics","Credit Inquiries","Avg # credit retail inquiries (6 months)","AVG RTA INQ IN 6M",AVG_RTA_INQ_IN_6M,numeric,No,No,No,"SCSP:IQR9416_AVG"
154,GF122,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg # credit union trades","AVG CRU TRD",AVG_CRU_TRD,numeric,No,No,No,"SCSP:CRU0300_AVG"
152,GF119,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg # external collection trades","AVG COL",AVG_COL,numeric,No,No,No,"SCSP:COL2750_AVG"
153,GF120,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg # external collection trades (24 months)","AVG COL OCC IN 24M",AVG_COL_OCC_IN_24M,numeric,No,No,No,"SCSP:COL2758_AVG"
